,ACCIDENT_NO,ATMOSPH_COND,ATMOSPH_COND_SEQ,Atmosph Cond Desc
175184,T20180003638,1,1,Clear
175185,T20180003640,1,0,Clear
175186,T20180003640,7,1,Strong winds
175187,T20180003641,1,1,Clear
175188,T20180003642,1,1,Clear
175189,T20180003643,1,1,Clear
175190,T20180003644,1,0,Clear
175191,T20180003645,9,0,Not known
175192,T20180003647,1,1,Clear
175193,T20180003648,1,1,Clear
175194,T20180003649,9,1,Not known
175195,T20180003650,1,1,Clear
175196,T20180003652,1,0,Clear
175197,T20180003654,1,0,Clear
175198,T20180003658,1,1,Clear
175199,T20180003663,1,1,Clear
175200,T20180003664,1,1,Clear
175201,T20180003666,1,0,Clear
175202,T20180003667,1,0,Clear
175203,T20180003669,1,1,Clear
175204,T20180003670,1,1,Clear
175205,T20180003672,1,0,Clear
175206,T20180003675,1,0,Clear
175207,T20180003676,1,0,Clear
175208,T20180003679,1,1,Clear
175209,T20180003680,1,1,Clear
175210,T20180003681,1,1,Clear
175211,T20180003686,1,0,Clear
175212,T20180003687,9,1,Not known
175213,T20180003688,1,1,Clear
175214,T20180003690,1,1,Clear
175215,T20180003691,9,0,Not known
175216,T20180003692,1,1,Clear
175217,T20180003693,1,1,Clear
175218,T20180003696,1,1,Clear
175219,T20180003699,1,1,Clear
175220,T20180003702,1,1,Clear
175221,T20180003703,1,1,Clear
175222,T20180003707,1,1,Clear
175223,T20180003711,9,1,Not known
175224,T20180003712,1,0,Clear
175225,T20180003713,9,1,Not known
175226,T20180003716,1,1,Clear
175227,T20180003717,1,1,Clear
175228,T20180003718,1,1,Clear
175229,T20180003719,1,1,Clear
175230,T20180003720,1,0,Clear
175231,T20180003725,1,1,Clear
175232,T20180003726,1,0,Clear
175233,T20180003727,1,1,Clear
175234,T20180003728,1,1,Clear
175235,T20180003730,1,1,Clear
175236,T20180003731,1,1,Clear
175237,T20180003733,9,1,Not known
175238,T20180003734,1,0,Clear
175239,T20180003735,1,1,Clear
175240,T20180003736,1,1,Clear
175241,T20180003737,1,1,Clear
175242,T20180003739,1,0,Clear
175243,T20180003740,1,1,Clear
175244,T20180003742,2,1,Raining
175245,T20180003744,1,1,Clear
175246,T20180003746,9,1,Not known
175247,T20180003747,1,1,Clear
175248,T20180003749,1,1,Clear
175249,T20180003750,1,1,Clear
175250,T20180003751,1,1,Clear
175251,T20180003752,1,1,Clear
175252,T20180003753,1,1,Clear
175253,T20180003755,1,0,Clear
175254,T20180003756,1,1,Clear
175255,T20180003760,1,1,Clear
175256,T20180003761,1,1,Clear
175257,T20180003764,1,0,Clear
175258,T20180003767,1,1,Clear
175259,T20180003769,1,1,Clear
175260,T20180003770,1,1,Clear
175261,T20180003771,1,1,Clear
175262,T20180003772,1,1,Clear
175263,T20180003773,1,1,Clear
175264,T20180003776,1,1,Clear
175265,T20180003778,1,0,Clear
175266,T20180003779,2,1,Raining
175267,T20180003780,1,0,Clear
175268,T20180003781,1,1,Clear
175269,T20180003782,1,1,Clear
175270,T20180003784,9,1,Not known
175271,T20180003785,1,1,Clear
175272,T20180003786,1,0,Clear
175273,T20180003787,1,0,Clear
175274,T20180003788,1,0,Clear
175275,T20180003792,1,1,Clear
175276,T20180003795,1,1,Clear
175277,T20180003796,1,1,Clear
175278,T20180003797,1,1,Clear
175279,T20180003798,1,0,Clear
175280,T20180003799,1,1,Clear
175281,T20180003800,1,1,Clear
175282,T20180003801,1,0,Clear
175283,T20180003802,1,1,Clear
175284,T20180003803,1,1,Clear
175285,T20180003804,1,1,Clear
175286,T20180003806,1,1,Clear
175287,T20180003807,1,0,Clear
175288,T20180003808,1,1,Clear
175289,T20180003809,1,1,Clear
175290,T20180003810,1,1,Clear
175291,T20180003811,1,1,Clear
175292,T20180003812,1,1,Clear
175293,T20180003813,1,1,Clear
175294,T20180003814,1,1,Clear
175295,T20180003816,1,1,Clear
175296,T20180003817,1,0,Clear
175297,T20180003819,1,0,Clear
175298,T20180003820,1,1,Clear
175299,T20180003821,1,1,Clear
175300,T20180003823,1,1,Clear
175301,T20180003824,1,1,Clear
175302,T20180003827,1,1,Clear
175303,T20180003828,1,1,Clear
175304,T20180003829,1,1,Clear
175305,T20180003830,1,1,Clear
175306,T20180003833,1,1,Clear
175307,T20180003834,9,0,Not known
175308,T20180003835,1,0,Clear
175309,T20180003836,1,1,Clear
175310,T20180003837,1,1,Clear
175311,T20180003838,1,1,Clear
175312,T20180003839,1,1,Clear
175313,T20180003840,1,1,Clear
175314,T20180003843,1,1,Clear
175315,T20180003844,1,1,Clear
175316,T20180003852,1,1,Clear
175317,T20180003854,1,1,Clear
175318,T20180003857,1,1,Clear
175319,T20180003859,1,1,Clear
175320,T20180003861,1,0,Clear
175321,T20180003862,1,1,Clear
175322,T20180003863,9,0,Not known
175323,T20180003864,9,1,Not known
175324,T20180003865,1,1,Clear
175325,T20180003867,1,1,Clear
175326,T20180003869,1,0,Clear
175327,T20180003870,1,0,Clear
175328,T20180003872,9,1,Not known
175329,T20180003874,1,1,Clear
175330,T20180003876,1,1,Clear
175331,T20180003877,1,1,Clear
175332,T20180003880,1,1,Clear
175333,T20180003881,1,1,Clear
175334,T20180003882,1,1,Clear
175335,T20180003886,1,0,Clear
175336,T20180003887,1,1,Clear
175337,T20180003889,1,1,Clear
175338,T20180003890,1,1,Clear
175339,T20180003891,1,1,Clear
175340,T20180003892,9,1,Not known
175341,T20180003893,1,1,Clear
175342,T20180003894,1,0,Clear
175343,T20180003899,1,0,Clear
175344,T20180003904,1,1,Clear
175345,T20180003905,1,0,Clear
175346,T20180003906,2,1,Raining
175347,T20180003910,1,0,Clear
175348,T20180003912,9,1,Not known
175349,T20180003913,1,1,Clear
175350,T20180003914,1,1,Clear
175351,T20180003915,2,1,Raining
175352,T20180003916,9,1,Not known
175353,T20180003917,1,1,Clear
175354,T20180003919,1,1,Clear
175355,T20180003921,1,0,Clear
175356,T20180003922,1,0,Clear
175357,T20180003924,1,1,Clear
175358,T20180003927,1,1,Clear
175359,T20180003928,1,1,Clear
175360,T20180003930,1,1,Clear
175361,T20180003935,2,1,Raining
175362,T20180003939,1,1,Clear
175363,T20180003940,1,1,Clear
175364,T20180003941,1,1,Clear
175365,T20180003942,9,1,Not known
175366,T20180003947,1,0,Clear
175367,T20180003948,9,0,Not known
175368,T20180003950,1,1,Clear
175369,T20180003952,1,1,Clear
175370,T20180003954,1,1,Clear
175371,T20180003955,1,1,Clear
175372,T20180003956,1,0,Clear
175373,T20180003957,1,0,Clear
175374,T20180003958,1,1,Clear
175375,T20180003960,1,1,Clear
175376,T20180003962,9,0,Not known
175377,T20180003964,1,1,Clear
175378,T20180003965,1,0,Clear
175379,T20180003968,1,0,Clear
175380,T20180003971,2,1,Raining
175381,T20180003972,1,0,Clear
175382,T20180003973,1,1,Clear
175383,T20180003974,1,1,Clear
175384,T20180003976,1,1,Clear
175385,T20180003977,1,1,Clear
175386,T20180003978,1,1,Clear
175387,T20180003979,9,1,Not known
175388,T20180003980,1,0,Clear
175389,T20180003983,1,0,Clear
175390,T20180003984,1,0,Clear
175391,T20180003986,9,1,Not known
175392,T20180003987,1,1,Clear
175393,T20180003988,1,1,Clear
175394,T20180003989,1,1,Clear
175395,T20180003993,1,1,Clear
175396,T20180003994,1,1,Clear
175397,T20180003995,9,1,Not known
175398,T20180003997,1,1,Clear
175399,T20180003999,1,1,Clear
175400,T20180004001,1,1,Clear
175401,T20180004002,1,0,Clear
175402,T20180004003,1,1,Clear
175403,T20180004004,1,1,Clear
175404,T20180004005,1,1,Clear
175405,T20180004009,1,1,Clear
175406,T20180004010,1,1,Clear
175407,T20180004013,1,1,Clear
175408,T20180004015,1,1,Clear
175409,T20180004016,1,1,Clear
175410,T20180004017,1,1,Clear
175411,T20180004019,1,1,Clear
175412,T20180004021,1,1,Clear
175413,T20180004022,9,1,Not known
175414,T20180004023,1,1,Clear
175415,T20180004025,9,1,Not known
175416,T20180004026,1,0,Clear
175417,T20180004027,1,1,Clear
175418,T20180004030,1,1,Clear
175419,T20180004031,1,0,Clear
175420,T20180004033,1,1,Clear
175421,T20180004034,1,1,Clear
175422,T20180004036,1,0,Clear
175423,T20180004038,9,0,Not known
175424,T20180004040,1,0,Clear
175425,T20180004042,1,1,Clear
175426,T20180004043,1,1,Clear
175427,T20180004044,1,1,Clear
175428,T20180004046,1,1,Clear
175429,T20180004047,1,1,Clear
175430,T20180004050,1,0,Clear
175431,T20180004051,1,1,Clear
175432,T20180004052,1,0,Clear
175433,T20180004054,1,1,Clear
175434,T20180004056,1,1,Clear
175435,T20180004058,1,1,Clear
175436,T20180004059,1,1,Clear
175437,T20180004060,9,0,Not known
175438,T20180004061,1,0,Clear
175439,T20180004062,1,1,Clear
175440,T20180004063,1,1,Clear
175441,T20180004065,1,0,Clear
175442,T20180004066,1,1,Clear
175443,T20180004067,1,1,Clear
175444,T20180004068,9,1,Not known
175445,T20180004069,1,0,Clear
175446,T20180004071,1,1,Clear
175447,T20180004072,1,1,Clear
175448,T20180004074,1,1,Clear
175449,T20180004075,9,1,Not known
175450,T20180004076,1,1,Clear
175451,T20180004078,1,1,Clear
175452,T20180004079,1,0,Clear
175453,T20180004080,1,1,Clear
175454,T20180004082,1,1,Clear
175455,T20180004083,1,1,Clear
175456,T20180004084,1,1,Clear
175457,T20180004086,1,1,Clear
175458,T20180004089,1,1,Clear
175459,T20180004090,1,1,Clear
175460,T20180004091,1,1,Clear
175461,T20180004092,1,1,Clear
175462,T20180004093,1,1,Clear
175463,T20180004094,1,0,Clear
175464,T20180004095,1,0,Clear
175465,T20180004099,1,1,Clear
175466,T20180004100,1,1,Clear
175467,T20180004107,1,1,Clear
175468,T20180004108,1,1,Clear
175469,T20180004111,1,1,Clear
175470,T20180004112,1,1,Clear
175471,T20180004113,1,0,Clear
175472,T20180004115,9,1,Not known
175473,T20180004117,1,1,Clear
175474,T20180004118,1,0,Clear
175475,T20180004125,1,1,Clear
175476,T20180004129,1,1,Clear
175477,T20180004131,1,1,Clear
175478,T20180004132,1,1,Clear
175479,T20180004133,1,0,Clear
175480,T20180004137,9,1,Not known
175481,T20180004138,1,1,Clear
175482,T20180004139,1,1,Clear
175483,T20180004142,1,1,Clear
175484,T20180004146,1,1,Clear
175485,T20180004149,6,0,Dust
175486,T20180004151,1,1,Clear
175487,T20180004152,1,1,Clear
175488,T20180004153,1,1,Clear
175489,T20180004156,1,1,Clear
175490,T20180004158,9,0,Not known
175491,T20180004159,1,1,Clear
175492,T20180004160,1,1,Clear
175493,T20180004161,1,0,Clear
175494,T20180004163,1,1,Clear
175495,T20180004164,1,1,Clear
175496,T20180004165,1,1,Clear
175497,T20180004166,1,1,Clear
175498,T20180004167,1,0,Clear
175499,T20180004168,1,1,Clear
175500,T20180004173,1,1,Clear
175501,T20180004175,1,1,Clear
175502,T20180004176,9,1,Not known
175503,T20180004177,1,1,Clear
175504,T20180004181,1,0,Clear
175505,T20180004183,1,1,Clear
175506,T20180004184,1,0,Clear
175507,T20180004188,1,1,Clear
175508,T20180004191,1,1,Clear
175509,T20180004192,1,1,Clear
175510,T20180004194,1,1,Clear
175511,T20180004195,1,1,Clear
175512,T20180004197,1,1,Clear
175513,T20180004198,6,0,Dust
175514,T20180004199,1,1,Clear
175515,T20180004200,1,1,Clear
175516,T20180004202,1,1,Clear
175517,T20180004206,2,1,Raining
175518,T20180004207,1,1,Clear
175519,T20180004208,1,1,Clear
175520,T20180004212,9,1,Not known
175521,T20180004213,1,1,Clear
175522,T20180004216,1,1,Clear
175523,T20180004218,1,0,Clear
175524,T20180004219,1,1,Clear
175525,T20180004220,9,1,Not known
175526,T20180004222,9,1,Not known
175527,T20180004223,1,0,Clear
175528,T20180004226,1,0,Clear
175529,T20180004227,1,1,Clear
175530,T20180004228,1,1,Clear
175531,T20180004229,1,1,Clear
175532,T20180004231,1,0,Clear
175533,T20180004232,1,1,Clear
175534,T20180004234,1,1,Clear
175535,T20180004235,1,1,Clear
175536,T20180004237,1,1,Clear
175537,T20180004239,1,1,Clear
175538,T20180004241,1,1,Clear
175539,T20180004242,1,1,Clear
175540,T20180004244,1,1,Clear
175541,T20180004245,1,0,Clear
175542,T20180004247,1,0,Clear
175543,T20180004248,1,0,Clear
175544,T20180004249,1,1,Clear
175545,T20180004251,1,1,Clear
175546,T20180004252,9,0,Not known
175547,T20180004254,1,1,Clear
175548,T20180004258,1,0,Clear
175549,T20180004259,1,0,Clear
175550,T20180004260,1,1,Clear
175551,T20180004263,1,1,Clear
175552,T20180004264,1,1,Clear
175553,T20180004266,1,1,Clear
175554,T20180004268,1,0,Clear
175555,T20180004269,1,1,Clear
175556,T20180004271,1,0,Clear
175557,T20180004273,1,1,Clear
175558,T20180004274,1,1,Clear
175559,T20180004276,1,0,Clear
175560,T20180004277,1,1,Clear
175561,T20180004279,1,1,Clear
175562,T20180004280,1,0,Clear
175563,T20180004281,1,1,Clear
175564,T20180004283,9,1,Not known
175565,T20180004284,1,0,Clear
175566,T20180004286,1,1,Clear
175567,T20180004288,1,1,Clear
175568,T20180004289,1,1,Clear
175569,T20180004291,1,0,Clear
175570,T20180004294,1,1,Clear
175571,T20180004295,1,0,Clear
175572,T20180004298,1,1,Clear
175573,T20180004301,1,1,Clear
175574,T20180004302,1,1,Clear
175575,T20180004306,1,1,Clear
175576,T20180004307,1,1,Clear
175577,T20180004308,1,1,Clear
175578,T20180004309,1,0,Clear
175579,T20180004314,1,1,Clear
175580,T20180004315,1,1,Clear
175581,T20180004316,1,1,Clear
175582,T20180004317,1,1,Clear
175583,T20180004318,9,1,Not known
175584,T20180004320,1,1,Clear
175585,T20180004322,1,1,Clear
175586,T20180004323,1,0,Clear
175587,T20180004326,9,1,Not known
175588,T20180004328,1,0,Clear
175589,T20180004329,1,1,Clear
175590,T20180004335,1,1,Clear
175591,T20180004338,1,1,Clear
175592,T20180004340,1,1,Clear
175593,T20180004341,1,1,Clear
175594,T20180004342,1,1,Clear
175595,T20180004343,1,0,Clear
175596,T20180004346,1,0,Clear
175597,T20180004347,1,1,Clear
175598,T20180004348,1,0,Clear
175599,T20180004349,1,1,Clear
175600,T20180004350,1,1,Clear
175601,T20180004351,1,1,Clear
175602,T20180004353,1,1,Clear
175603,T20180004354,1,1,Clear
175604,T20180004355,1,1,Clear
175605,T20180004356,1,1,Clear
175606,T20180004357,1,1,Clear
175607,T20180004358,1,1,Clear
175608,T20180004361,1,1,Clear
175609,T20180004362,1,1,Clear
175610,T20180004363,1,0,Clear
175611,T20180004365,1,1,Clear
175612,T20180004366,1,1,Clear
175613,T20180004367,1,1,Clear
175614,T20180004370,1,1,Clear
175615,T20180004371,1,1,Clear
175616,T20180004375,9,1,Not known
175617,T20180004377,1,1,Clear
175618,T20180004383,9,1,Not known
175619,T20180004386,1,1,Clear
175620,T20180004388,1,1,Clear
175621,T20180004389,1,1,Clear
175622,T20180004391,1,1,Clear
175623,T20180004392,1,1,Clear
175624,T20180004393,1,1,Clear
175625,T20180004394,1,1,Clear
175626,T20180004397,1,1,Clear
175627,T20180004401,1,1,Clear
175628,T20180004402,1,1,Clear
175629,T20180004404,1,1,Clear
175630,T20180004407,1,1,Clear
175631,T20180004408,1,1,Clear
175632,T20180004409,1,0,Clear
175633,T20180004410,1,1,Clear
175634,T20180004411,1,0,Clear
175635,T20180004414,1,0,Clear
175636,T20180004415,1,1,Clear
175637,T20180004416,1,1,Clear
175638,T20180004419,1,1,Clear
175639,T20180004420,1,0,Clear
175640,T20180004424,1,1,Clear
175641,T20180004425,1,1,Clear
175642,T20180004426,1,1,Clear
175643,T20180004431,1,1,Clear
175644,T20180004432,1,1,Clear
175645,T20180004434,1,1,Clear
175646,T20180004435,1,1,Clear
175647,T20180004438,1,1,Clear
175648,T20180004440,1,1,Clear
175649,T20180004441,1,1,Clear
175650,T20180004442,1,1,Clear
175651,T20180004443,1,0,Clear
175652,T20180004444,1,1,Clear
175653,T20180004445,1,0,Clear
175654,T20180004447,1,0,Clear
175655,T20180004448,1,1,Clear
175656,T20180004451,1,1,Clear
175657,T20180004453,1,1,Clear
175658,T20180004456,1,1,Clear
175659,T20180004460,1,1,Clear
175660,T20180004461,1,1,Clear
175661,T20180004462,1,1,Clear
175662,T20180004464,1,1,Clear
175663,T20180004467,1,1,Clear
175664,T20180004469,1,0,Clear
175665,T20180004470,1,1,Clear
175666,T20180004471,9,1,Not known
175667,T20180004473,1,1,Clear
175668,T20180004475,1,0,Clear
175669,T20180004476,9,1,Not known
175670,T20180004477,1,1,Clear
175671,T20180004478,1,1,Clear
175672,T20180004479,1,1,Clear
175673,T20180004482,1,0,Clear
175674,T20180004483,1,1,Clear
175675,T20180004484,1,0,Clear
175676,T20180004485,1,0,Clear
175677,T20180004487,1,1,Clear
175678,T20180004488,1,0,Clear
175679,T20180004489,1,0,Clear
175680,T20180004490,1,1,Clear
175681,T20180004492,1,1,Clear
175682,T20180004493,9,1,Not known
175683,T20180004497,1,1,Clear
175684,T20180004499,1,0,Clear
175685,T20180004502,1,1,Clear
175686,T20180004506,1,1,Clear
175687,T20180004509,1,1,Clear
175688,T20180004511,1,1,Clear
175689,T20180004514,1,0,Clear
175690,T20180004515,1,1,Clear
175691,T20180004516,1,1,Clear
175692,T20180004518,1,1,Clear
175693,T20180004520,9,1,Not known
175694,T20180004521,1,1,Clear
175695,T20180004522,1,1,Clear
175696,T20180004523,1,0,Clear
175697,T20180004524,1,1,Clear
175698,T20180004527,1,1,Clear
175699,T20180004528,1,1,Clear
175700,T20180004530,1,1,Clear
175701,T20180004533,9,0,Not known
175702,T20180004535,9,1,Not known
175703,T20180004539,1,1,Clear
175704,T20180004542,1,1,Clear
175705,T20180004543,1,1,Clear
175706,T20180004544,1,1,Clear
175707,T20180004545,1,0,Clear
175708,T20180004548,1,1,Clear
175709,T20180004551,1,1,Clear
175710,T20180004552,1,1,Clear
175711,T20180004553,1,1,Clear
175712,T20180004554,1,1,Clear
175713,T20180004558,1,1,Clear
175714,T20180004562,9,0,Not known
175715,T20180004564,1,1,Clear
175716,T20180004566,1,1,Clear
175717,T20180004570,9,1,Not known
175718,T20180004571,1,1,Clear
175719,T20180004573,6,1,Dust
175720,T20180004574,1,1,Clear
175721,T20180004576,1,0,Clear
175722,T20180004577,1,1,Clear
175723,T20180004578,1,0,Clear
175724,T20180004580,1,1,Clear
175725,T20180004581,1,0,Clear
175726,T20180004584,1,1,Clear
175727,T20180004586,1,0,Clear
175728,T20180004596,9,1,Not known
175729,T20180004598,1,1,Clear
175730,T20180004599,1,1,Clear
175731,T20180004600,1,1,Clear
175732,T20180004601,1,1,Clear
175733,T20180004605,1,1,Clear
175734,T20180004608,1,1,Clear
175735,T20180004609,9,1,Not known
175736,T20180004610,1,1,Clear
175737,T20180004613,1,1,Clear
175738,T20180004616,1,0,Clear
175739,T20180004617,9,0,Not known
175740,T20180004618,1,1,Clear
175741,T20180004619,1,1,Clear
175742,T20180004620,1,1,Clear
175743,T20180004623,1,1,Clear
175744,T20180004624,1,1,Clear
175745,T20180004626,1,1,Clear
175746,T20180004629,1,1,Clear
175747,T20180004630,1,0,Clear
175748,T20180004632,1,1,Clear
175749,T20180004633,1,1,Clear
175750,T20180004636,1,0,Clear
175751,T20180004639,1,1,Clear
175752,T20180004640,1,1,Clear
175753,T20180004641,1,1,Clear
175754,T20180004645,1,0,Clear
175755,T20180004647,1,1,Clear
175756,T20180004648,1,1,Clear
175757,T20180004649,1,1,Clear
175758,T20180004650,1,1,Clear
175759,T20180004651,1,1,Clear
175760,T20180004654,1,0,Clear
175761,T20180004656,1,0,Clear
175762,T20180004657,1,0,Clear
175763,T20180004658,1,0,Clear
175764,T20180004661,9,1,Not known
175765,T20180004662,1,1,Clear
175766,T20180004663,1,1,Clear
175767,T20180004665,1,1,Clear
175768,T20180004668,1,0,Clear
175769,T20180004669,1,1,Clear
175770,T20180004670,1,1,Clear
175771,T20180004671,1,1,Clear
175772,T20180004672,1,1,Clear
175773,T20180004675,1,1,Clear
175774,T20180004678,1,1,Clear
175775,T20180004679,1,1,Clear
175776,T20180004680,1,0,Clear
175777,T20180004681,1,1,Clear
175778,T20180004682,1,0,Clear
175779,T20180004683,1,1,Clear
175780,T20180004684,1,1,Clear
175781,T20180004685,9,1,Not known
175782,T20180004686,1,1,Clear
175783,T20180004687,1,1,Clear
175784,T20180004688,1,1,Clear
175785,T20180004689,1,1,Clear
175786,T20180004690,1,1,Clear
175787,T20180004691,1,1,Clear
175788,T20180004692,1,1,Clear
175789,T20180004693,1,1,Clear
175790,T20180004695,9,1,Not known
175791,T20180004696,9,0,Not known
175792,T20180004697,1,1,Clear
175793,T20180004698,1,0,Clear
175794,T20180004699,1,1,Clear
175795,T20180004701,1,0,Clear
175796,T20180004702,1,1,Clear
175797,T20180004703,1,1,Clear
175798,T20180004706,1,1,Clear
175799,T20180004712,6,1,Dust
175800,T20180004713,1,1,Clear
175801,T20180004714,1,1,Clear
175802,T20180004719,1,1,Clear
175803,T20180004724,1,1,Clear
175804,T20180004726,1,1,Clear
175805,T20180004729,1,0,Clear
175806,T20180004730,1,1,Clear
175807,T20180004734,1,1,Clear
175808,T20180004735,1,1,Clear
175809,T20180004736,1,1,Clear
175810,T20180004739,1,1,Clear
175811,T20180004740,1,1,Clear
175812,T20180004741,1,1,Clear
175813,T20180004742,1,1,Clear
175814,T20180004747,1,0,Clear
175815,T20180004751,1,1,Clear
175816,T20180004752,1,1,Clear
175817,T20180004752,6,2,Dust
175818,T20180004756,1,1,Clear
175819,T20180004759,1,1,Clear
175820,T20180004760,1,1,Clear
175821,T20180004762,1,1,Clear
175822,T20180004763,1,1,Clear
175823,T20180004769,1,1,Clear
175824,T20180004770,1,1,Clear
175825,T20180004774,1,0,Clear
175826,T20180004776,1,0,Clear
175827,T20180004777,9,1,Not known
175828,T20180004780,2,1,Raining
175829,T20180004781,1,0,Clear
175830,T20180004782,1,1,Clear
175831,T20180004783,1,0,Clear
175832,T20180004784,2,1,Raining
175833,T20180004785,2,1,Raining
175834,T20180004786,2,1,Raining
175835,T20180004787,1,1,Clear
175836,T20180004789,1,1,Clear
175837,T20180004790,1,0,Clear
175838,T20180004794,1,1,Clear
175839,T20180004801,1,1,Clear
175840,T20180004803,1,0,Clear
175841,T20180004804,1,1,Clear
175842,T20180004806,1,0,Clear
175843,T20180004807,1,1,Clear
175844,T20180004811,1,1,Clear
