,ACCIDENT_NO,SURFACE_COND,Surface Cond Desc,SURFACE_COND_SEQ
170558,T20170022927,2,Wet,1
170559,T20170022928,1,Dry,1
170560,T20170022930,1,Dry,0
170561,T20170022933,2,Wet,1
170562,T20170022934,1,Dry,0
170563,T20170022935,1,Dry,1
170564,T20170022936,1,Dry,0
170565,T20170022937,1,Dry,1
170566,T20170022940,1,Dry,1
170567,T20170022943,1,Dry,1
170568,T20170022946,1,Dry,1
170569,T20170022947,9,Unknown,0
170570,T20170022948,1,Dry,0
170571,T20170022949,2,Wet,0
170572,T20170022950,9,Unknown,1
170573,T20170022951,2,Wet,1
170574,T20170022953,2,Wet,1
170575,T20170022956,2,Wet,1
170576,T20170022956,3,Muddy,2
170577,T20170022957,2,Wet,1
170578,T20170022959,1,Dry,0
170579,T20170022960,2,Wet,1
170580,T20170022961,2,Wet,1
170581,T20170022962,2,Wet,1
170582,T20170022964,1,Dry,1
170583,T20170022967,2,Wet,0
170584,T20170022969,2,Wet,0
170585,T20170022971,2,Wet,1
170586,T20170022972,1,Dry,1
170587,T20170022974,2,Wet,1
170588,T20170022975,2,Wet,1
170589,T20170022976,2,Wet,1
170590,T20170022979,1,Dry,1
170591,T20170022981,1,Dry,1
170592,T20170022982,2,Wet,1
170593,T20170022983,2,Wet,1
170594,T20170022984,2,Wet,1
170595,T20170022986,2,Wet,1
170596,T20170022987,1,Dry,1
170597,T20170022988,2,Wet,1
170598,T20170022989,1,Dry,0
170599,T20170022991,1,Dry,0
170600,T20170022995,2,Wet,1
170601,T20170022996,2,Wet,1
170602,T20170022997,9,Unknown,1
170603,T20170022998,2,Wet,1
170604,T20170022999,2,Wet,1
170605,T20170023000,2,Wet,1
170606,T20170023006,2,Wet,1
170607,T20170023007,2,Wet,1
170608,T20170023008,1,Dry,1
170609,T20170023009,1,Dry,1
170610,T20170023014,2,Wet,1
170611,T20170023015,2,Wet,0
170612,T20170023016,2,Wet,1
170613,T20170023018,1,Dry,1
170614,T20170023019,1,Dry,1
170615,T20170023022,1,Dry,0
170616,T20170023024,1,Dry,0
170617,T20170023026,1,Dry,1
170618,T20170023027,2,Wet,1
170619,T20170023029,1,Dry,1
170620,T20170023032,2,Wet,1
170621,T20170023033,1,Dry,0
170622,T20170023035,2,Wet,0
170623,T20170023036,2,Wet,1
170624,T20170023037,2,Wet,1
170625,T20170023038,2,Wet,1
170626,T20170023041,2,Wet,1
170627,T20170023042,2,Wet,1
170628,T20170023043,2,Wet,1
170629,T20170023044,2,Wet,1
170630,T20170023045,2,Wet,1
170631,T20170023046,2,Wet,0
170632,T20170023049,2,Wet,1
170633,T20170023050,2,Wet,0
170634,T20170023051,2,Wet,1
170635,T20170023052,2,Wet,1
170636,T20170023056,2,Wet,1
170637,T20170023058,2,Wet,1
170638,T20170023059,1,Dry,1
170639,T20170023061,2,Wet,1
170640,T20170023062,2,Wet,1
170641,T20170023063,2,Wet,1
170642,T20170023064,2,Wet,1
170643,T20170023065,2,Wet,0
170644,T20170023066,2,Wet,1
170645,T20170023069,2,Wet,1
170646,T20170023070,2,Wet,1
170647,T20170023072,2,Wet,1
170648,T20170023074,1,Dry,0
170649,T20170023076,2,Wet,1
170650,T20170023078,2,Wet,1
170651,T20170023079,2,Wet,1
170652,T20170023080,2,Wet,1
170653,T20170023081,2,Wet,0
170654,T20170023082,2,Wet,1
170655,T20170023083,2,Wet,1
170656,T20170023084,2,Wet,1
170657,T20170023085,2,Wet,1
170658,T20170023086,2,Wet,1
170659,T20170023087,1,Dry,1
170660,T20170023088,2,Wet,0
170661,T20170023089,2,Wet,0
170662,T20170023090,2,Wet,0
170663,T20170023091,2,Wet,1
170664,T20170023092,1,Dry,1
170665,T20170023093,2,Wet,1
170666,T20170023094,2,Wet,1
170667,T20170023095,2,Wet,0
170668,T20170023096,2,Wet,1
170669,T20170023101,1,Dry,1
170670,T20170023113,2,Wet,1
170671,T20170023114,2,Wet,1
170672,T20170023116,2,Wet,1
170673,T20170023120,2,Wet,1
170674,T20170023121,1,Dry,0
170675,T20170023122,9,Unknown,0
170676,T20170023124,2,Wet,1
170677,T20170023127,2,Wet,1
170678,T20170023129,1,Dry,1
170679,T20170023133,1,Dry,0
170680,T20170023135,1,Dry,1
170681,T20170023136,1,Dry,1
170682,T20170023140,1,Dry,1
170683,T20170023142,1,Dry,1
170684,T20170023143,1,Dry,1
170685,T20170023144,1,Dry,1
170686,T20170023145,1,Dry,0
170687,T20170023146,2,Wet,1
170688,T20170023148,1,Dry,1
170689,T20170023149,2,Wet,1
170690,T20170023151,1,Dry,1
170691,T20170023152,1,Dry,1
170692,T20170023156,9,Unknown,1
170693,T20170023157,2,Wet,1
170694,T20170023158,1,Dry,0
170695,T20170023159,1,Dry,1
170696,T20170023160,2,Wet,0
170697,T20170023163,1,Dry,1
170698,T20170023165,1,Dry,1
170699,T20170023166,2,Wet,1
170700,T20170023167,9,Unknown,1
170701,T20170023169,1,Dry,1
170702,T20170023170,1,Dry,1
170703,T20170023171,1,Dry,0
170704,T20170023172,2,Wet,1
170705,T20170023173,1,Dry,1
170706,T20170023177,1,Dry,1
170707,T20170023178,2,Wet,1
170708,T20170023179,9,Unknown,1
170709,T20170023181,1,Dry,1
170710,T20170023186,1,Dry,1
170711,T20170023187,2,Wet,1
170712,T20170023189,1,Dry,1
170713,T20170023190,1,Dry,1
170714,T20170023191,1,Dry,1
170715,T20170023195,9,Unknown,1
170716,T20170023196,1,Dry,0
170717,T20170023197,1,Dry,0
170718,T20170023200,1,Dry,1
170719,T20170023202,2,Wet,1
170720,T20170023204,1,Dry,1
170721,T20170023205,9,Unknown,0
170722,T20170023207,1,Dry,1
170723,T20170023208,1,Dry,1
170724,T20170023209,1,Dry,1
170725,T20170023215,1,Dry,1
170726,T20170023220,1,Dry,1
170727,T20170023223,1,Dry,1
170728,T20170023224,1,Dry,1
170729,T20170023225,2,Wet,0
170730,T20170023228,1,Dry,1
170731,T20170023229,1,Dry,1
170732,T20170023231,1,Dry,0
170733,T20170023232,1,Dry,0
170734,T20170023233,1,Dry,1
170735,T20170023235,1,Dry,1
170736,T20170023236,1,Dry,1
170737,T20170023238,1,Dry,1
170738,T20170023239,1,Dry,0
170739,T20170023240,1,Dry,1
170740,T20170023241,1,Dry,0
170741,T20170023247,1,Dry,1
170742,T20170023248,1,Dry,1
170743,T20170023249,9,Unknown,0
170744,T20170023251,1,Dry,0
170745,T20170023252,1,Dry,0
170746,T20170023256,1,Dry,1
170747,T20170023260,1,Dry,0
170748,T20170023261,1,Dry,1
170749,T20170023262,1,Dry,1
170750,T20170023264,2,Wet,1
170751,T20170023267,1,Dry,1
170752,T20170023268,1,Dry,1
170753,T20170023269,1,Dry,1
170754,T20170023270,1,Dry,1
170755,T20170023271,1,Dry,0
170756,T20170023272,2,Wet,1
170757,T20170023273,2,Wet,1
170758,T20170023274,1,Dry,0
170760,T20170023277,1,Dry,1
170761,T20170023278,1,Dry,1
170762,T20170023280,1,Dry,0
170763,T20170023281,1,Dry,1
170764,T20170023283,1,Dry,1
170765,T20170023284,1,Dry,1
170766,T20170023285,1,Dry,1
170767,T20170023286,1,Dry,0
170768,T20170023287,1,Dry,1
170769,T20170023288,1,Dry,1
170770,T20170023289,1,Dry,1
170771,T20170023290,1,Dry,1
170772,T20170023291,1,Dry,1
170773,T20170023292,1,Dry,0
170774,T20170023293,9,Unknown,1
170775,T20170023297,1,Dry,1
170776,T20170023299,1,Dry,0
170777,T20170023300,1,Dry,1
170778,T20170023302,1,Dry,1
170779,T20170023303,1,Dry,1
170780,T20170023305,1,Dry,1
170781,T20170023306,1,Dry,1
170782,T20170023308,1,Dry,1
170783,T20170023310,2,Wet,1
170784,T20170023311,1,Dry,0
170785,T20170023312,1,Dry,1
170786,T20170023314,1,Dry,0
170787,T20170023315,1,Dry,0
170788,T20170023317,1,Dry,1
170789,T20170023319,1,Dry,0
170790,T20170023323,1,Dry,1
170791,T20170023328,1,Dry,1
170792,T20170023330,1,Dry,1
170793,T20170023334,1,Dry,0
170794,T20170023335,1,Dry,1
170795,T20170023336,1,Dry,1
170796,T20170023342,1,Dry,1
170797,T20170023345,1,Dry,1
170798,T20170023347,1,Dry,1
170799,T20170023348,1,Dry,1
170800,T20170023350,1,Dry,1
170801,T20170023354,1,Dry,1
170802,T20170023356,1,Dry,1
170803,T20170023358,1,Dry,1
170804,T20170023359,1,Dry,1
170805,T20170023360,1,Dry,1
170806,T20170023361,1,Dry,0
170807,T20170023363,1,Dry,0
170808,T20170023365,1,Dry,1
170809,T20170023366,1,Dry,0
170810,T20170023367,1,Dry,1
170811,T20170023369,1,Dry,0
170812,T20170023372,1,Dry,1
170813,T20170023374,2,Wet,1
170814,T20170023378,1,Dry,1
170815,T20170023379,1,Dry,0
170816,T20170023380,1,Dry,1
170817,T20170023381,1,Dry,1
170818,T20170023382,1,Dry,0
170819,T20170023384,1,Dry,1
170820,T20170023387,1,Dry,1
170821,T20170023390,1,Dry,1
170822,T20170023394,1,Dry,0
170823,T20170023396,1,Dry,1
170824,T20170023403,2,Wet,1
170825,T20170023404,2,Wet,0
170826,T20170023405,2,Wet,1
170827,T20170023407,2,Wet,1
170828,T20170023409,2,Wet,1
170829,T20170023410,1,Dry,1
170830,T20170023411,1,Dry,1
170831,T20170023412,2,Wet,1
170832,T20170023414,2,Wet,1
170833,T20170023415,1,Dry,1
170834,T20170023416,2,Wet,1
170835,T20170023417,2,Wet,0
170836,T20170023419,2,Wet,1
170837,T20170023420,1,Dry,1
170838,T20170023421,1,Dry,0
170839,T20170023425,1,Dry,0
170840,T20170023427,2,Wet,0
170841,T20170023428,1,Dry,1
170842,T20170023430,9,Unknown,0
170843,T20170023432,2,Wet,0
170844,T20170023433,1,Dry,0
170845,T20170023434,9,Unknown,0
170846,T20170023435,1,Dry,0
170847,T20170023436,1,Dry,1
170848,T20170023437,1,Dry,1
170849,T20170023438,1,Dry,1
170850,T20170023440,1,Dry,0
170851,T20170023441,1,Dry,1
170852,T20170023442,2,Wet,1
170853,T20170023442,3,Muddy,2
170854,T20170023444,1,Dry,1
170855,T20170023447,2,Wet,1
170856,T20170023448,1,Dry,1
170857,T20170023449,1,Dry,1
170858,T20170023451,1,Dry,1
170859,T20170023452,1,Dry,1
170860,T20170023455,1,Dry,1
170861,T20170023456,2,Wet,1
170862,T20170023459,1,Dry,1
170863,T20170023460,1,Dry,1
170864,T20170023463,1,Dry,1
170865,T20170023464,1,Dry,1
170866,T20170023468,1,Dry,1
170867,T20170023469,1,Dry,1
170868,T20170023470,1,Dry,1
170869,T20170023473,1,Dry,1
170870,T20170023475,1,Dry,0
170871,T20170023477,9,Unknown,1
170872,T20170023479,1,Dry,0
170873,T20170023482,1,Dry,1
170874,T20170023483,1,Dry,1
170875,T20170023484,1,Dry,1
170876,T20170023486,1,Dry,1
170877,T20170023487,1,Dry,1
170878,T20170023489,1,Dry,1
170879,T20170023490,1,Dry,1
170880,T20170023491,1,Dry,1
170881,T20170023493,1,Dry,0
170882,T20170023494,1,Dry,0
170883,T20170023496,1,Dry,0
170884,T20170023498,1,Dry,1
170885,T20170023502,1,Dry,0
170886,T20170023503,1,Dry,1
170887,T20170023504,1,Dry,0
170888,T20170023505,1,Dry,1
170889,T20170023506,1,Dry,1
170890,T20170023507,1,Dry,1
170892,T20170023512,1,Dry,0
170893,T20170023514,1,Dry,1
170894,T20170023515,2,Wet,1
170895,T20170023516,1,Dry,1
170896,T20170023517,1,Dry,1
170897,T20170023518,1,Dry,0
170898,T20170023520,1,Dry,1
170899,T20170023521,1,Dry,1
170900,T20170023522,9,Unknown,1
170901,T20170023525,1,Dry,0
170902,T20170023527,1,Dry,0
170903,T20170023529,1,Dry,1
170904,T20170023530,1,Dry,1
170905,T20170023532,1,Dry,1
170906,T20170023533,1,Dry,0
170907,T20170023535,1,Dry,1
170908,T20170023536,1,Dry,1
170909,T20170023537,1,Dry,1
170910,T20170023539,1,Dry,0
170911,T20170023540,1,Dry,0
170912,T20170023541,1,Dry,1
170913,T20170023545,1,Dry,1
170914,T20170023547,1,Dry,1
170915,T20170023548,1,Dry,0
170916,T20170023549,1,Dry,1
170917,T20170023552,1,Dry,1
170918,T20170023558,1,Dry,1
170919,T20170023559,1,Dry,1
170920,T20170023560,1,Dry,1
170921,T20170023561,1,Dry,1
170922,T20170023565,1,Dry,1
170923,T20170023566,1,Dry,0
170924,T20170023568,1,Dry,0
170925,T20170023571,1,Dry,1
170926,T20170023572,1,Dry,1
170927,T20170023574,2,Wet,1
170928,T20170023576,1,Dry,1
170929,T20170023577,1,Dry,0
170930,T20170023579,1,Dry,1
170931,T20170023580,1,Dry,0
170932,T20170023582,1,Dry,1
170933,T20170023583,1,Dry,1
170934,T20170023584,1,Dry,1
170935,T20170023588,1,Dry,1
170936,T20170023589,1,Dry,1
170937,T20170023590,9,Unknown,1
170938,T20170023593,1,Dry,1
170939,T20170023594,1,Dry,1
170940,T20170023595,1,Dry,1
170941,T20170023596,1,Dry,0
170942,T20170023597,1,Dry,0
170943,T20170023604,1,Dry,1
170944,T20170023606,1,Dry,1
170945,T20170023607,1,Dry,1
170946,T20170023610,1,Dry,1
170947,T20170023611,1,Dry,1
170948,T20170023612,1,Dry,1
170949,T20170023614,1,Dry,0
170950,T20170023616,1,Dry,1
170951,T20170023617,1,Dry,1
170952,T20170023618,1,Dry,1
170953,T20170023619,1,Dry,0
170954,T20170023620,1,Dry,1
170955,T20170023622,1,Dry,1
170956,T20170023625,1,Dry,1
170957,T20170023630,1,Dry,1
170958,T20170023635,1,Dry,1
170959,T20170023639,1,Dry,0
170960,T20170023642,1,Dry,0
170961,T20170023644,9,Unknown,1
170962,T20170023645,1,Dry,1
170963,T20170023648,1,Dry,0
170964,T20170023649,9,Unknown,1
170965,T20170023650,1,Dry,1
170966,T20170023651,1,Dry,1
170967,T20170023653,9,Unknown,0
170968,T20170023659,1,Dry,1
170969,T20170023661,1,Dry,1
170970,T20170023663,9,Unknown,0
170971,T20170023664,1,Dry,1
170972,T20170023668,1,Dry,1
170973,T20170023669,1,Dry,1
170974,T20170023670,1,Dry,0
170975,T20170023671,1,Dry,1
170976,T20170023672,1,Dry,0
170977,T20170023675,1,Dry,1
170978,T20170023676,1,Dry,1
170979,T20170023677,1,Dry,0
170980,T20170023680,1,Dry,0
170981,T20170023681,1,Dry,1
170982,T20170023683,1,Dry,1
170983,T20170023685,1,Dry,1
170984,T20170023686,1,Dry,1
170985,T20170023688,1,Dry,1
170986,T20170023689,1,Dry,1
170987,T20170023692,1,Dry,1
170988,T20170023693,1,Dry,1
170989,T20170023695,1,Dry,1
170990,T20170023699,1,Dry,0
170991,T20170023700,1,Dry,1
170992,T20170023703,1,Dry,1
170993,T20170023705,1,Dry,1
170994,T20170023706,1,Dry,1
170995,T20170023707,1,Dry,1
170996,T20170023710,1,Dry,0
170997,T20170023711,1,Dry,0
170998,T20170023712,1,Dry,0
170999,T20170023713,1,Dry,1
171000,T20170023714,1,Dry,1
171001,T20170023716,1,Dry,0
171002,T20170023717,9,Unknown,0
171003,T20170023718,1,Dry,1
171004,T20170023719,1,Dry,1
171005,T20170023721,1,Dry,1
171006,T20170023722,1,Dry,1
171007,T20170023723,1,Dry,0
171008,T20170023724,1,Dry,0
171009,T20170023725,1,Dry,1
171010,T20170023727,1,Dry,1
171011,T20170023730,1,Dry,1
171012,T20170023733,1,Dry,1
171013,T20170023734,1,Dry,0
171014,T20170023736,1,Dry,1
171015,T20170023738,1,Dry,1
171016,T20170023744,1,Dry,1
171017,T20170023746,1,Dry,1
171018,T20170023747,1,Dry,1
171019,T20170023748,1,Dry,1
171020,T20170023751,1,Dry,1
171021,T20170023752,1,Dry,1
171022,T20170023753,1,Dry,1
171023,T20170023755,1,Dry,0
171024,T20170023757,1,Dry,1
171025,T20170023763,1,Dry,1
171026,T20170023768,1,Dry,1
171027,T20170023770,1,Dry,1
171028,T20170023773,1,Dry,1
171029,T20170023774,1,Dry,0
171030,T20170023782,1,Dry,1
171031,T20170023783,1,Dry,0
171032,T20170023785,1,Dry,0
171033,T20170023787,1,Dry,1
171034,T20170023791,1,Dry,1
171035,T20170023792,1,Dry,1
171036,T20170023795,1,Dry,1
171037,T20170023799,9,Unknown,1
171038,T20170023800,1,Dry,0
171039,T20170023801,9,Unknown,1
171040,T20170023806,1,Dry,0
171041,T20170023807,1,Dry,0
171042,T20170023813,1,Dry,1
171043,T20170023814,1,Dry,0
171044,T20170023815,1,Dry,1
171045,T20170023818,1,Dry,1
171046,T20170023819,9,Unknown,1
171047,T20170023820,1,Dry,1
171048,T20170023824,1,Dry,1
171049,T20170023826,1,Dry,1
171050,T20170023827,1,Dry,1
171051,T20170023829,1,Dry,1
171052,T20170023831,2,Wet,1
171053,T20170023834,1,Dry,1
171054,T20170023835,1,Dry,1
171055,T20170023836,1,Dry,1
171056,T20170023837,1,Dry,1
171057,T20170023839,1,Dry,0
171058,T20170023841,1,Dry,1
171059,T20170023844,1,Dry,1
171060,T20170023846,1,Dry,1
171061,T20170023847,1,Dry,1
171062,T20170023848,1,Dry,1
171063,T20170023850,1,Dry,0
171064,T20170023853,1,Dry,1
171065,T20170023854,1,Dry,0
171066,T20170023855,1,Dry,0
171067,T20170023856,1,Dry,1
171068,T20170023857,1,Dry,1
171069,T20170023858,1,Dry,1
171070,T20170023859,1,Dry,1
171071,T20170023862,1,Dry,1
171072,T20170023863,1,Dry,0
171073,T20170023866,1,Dry,1
171074,T20170023872,1,Dry,1
171075,T20170023873,1,Dry,0
171076,T20170023875,1,Dry,1
171077,T20170023876,2,Wet,1
171078,T20170023877,1,Dry,0
171079,T20170023878,1,Dry,1
171080,T20170023879,1,Dry,0
171081,T20170023880,1,Dry,0
171082,T20170023881,9,Unknown,1
171083,T20170023883,1,Dry,1
171084,T20170023890,1,Dry,0
171085,T20170023896,1,Dry,1
171086,T20170023898,1,Dry,1
171087,T20170023899,1,Dry,1
171088,T20170023900,1,Dry,1
171089,T20170023902,1,Dry,1
171090,T20170023903,1,Dry,1
171091,T20170023904,1,Dry,1
171092,T20170023906,1,Dry,1
171093,T20170023908,1,Dry,1
171094,T20170023909,1,Dry,1
171095,T20170023910,1,Dry,1
171096,T20170023911,1,Dry,1
171097,T20170023914,1,Dry,1
171098,T20170023915,1,Dry,1
171099,T20170023916,1,Dry,1
171100,T20170023917,1,Dry,1
171101,T20170023918,1,Dry,1
171102,T20170023920,1,Dry,1
171103,T20170023921,1,Dry,1
171104,T20170023923,1,Dry,0
171105,T20170023924,1,Dry,1
171106,T20170023927,1,Dry,1
171107,T20170023928,1,Dry,1
171108,T20170023930,1,Dry,0
171109,T20170023934,1,Dry,1
171110,T20170023935,1,Dry,0
171111,T20170023936,1,Dry,1
171112,T20170023938,1,Dry,0
171113,T20170023941,1,Dry,1
171114,T20170023942,1,Dry,0
171115,T20170023944,1,Dry,0
171116,T20170023947,1,Dry,1
171117,T20170023950,1,Dry,1
171118,T20170023951,1,Dry,1
171119,T20170023952,1,Dry,1
171120,T20170023954,1,Dry,1
171121,T20170023958,1,Dry,1
171122,T20170023959,1,Dry,1
171123,T20170023960,1,Dry,1
171124,T20170023963,9,Unknown,0
171125,T20170023964,1,Dry,1
171126,T20170023968,1,Dry,1
171127,T20170023971,1,Dry,1
171128,T20170023975,1,Dry,1
171129,T20170023977,1,Dry,0
171130,T20170023978,1,Dry,1
171131,T20170023981,1,Dry,1
171132,T20170023983,1,Dry,1
171133,T20170023988,1,Dry,0
171134,T20170023989,1,Dry,1
171135,T20170023990,1,Dry,1
171136,T20170023993,1,Dry,1
171137,T20170023994,1,Dry,0
171138,T20170023996,1,Dry,1
171139,T20170023997,1,Dry,1
171140,T20170023999,1,Dry,0
171141,T20170024001,1,Dry,0
171142,T20170024004,1,Dry,1
171143,T20170024005,1,Dry,0
171144,T20170024006,1,Dry,1
171145,T20170024007,1,Dry,1
171146,T20170024008,1,Dry,0
171147,T20170024009,1,Dry,1
171148,T20170024012,1,Dry,1
171149,T20170024013,1,Dry,1
171150,T20170024016,1,Dry,1
171151,T20170024017,1,Dry,1
171152,T20170024020,1,Dry,0
171153,T20170024023,1,Dry,1
171154,T20170024025,1,Dry,0
171155,T20170024026,1,Dry,1
171156,T20170024027,1,Dry,0
171157,T20170024030,1,Dry,1
171158,T20170024031,1,Dry,1
171159,T20170024034,1,Dry,0
171160,T20170024036,1,Dry,1
171161,T20170024038,1,Dry,1
171162,T20170024040,1,Dry,1
171163,T20170024041,1,Dry,1
171164,T20170024043,1,Dry,0
171165,T20170024045,1,Dry,1
171166,T20170024047,1,Dry,1
171167,T20170024049,1,Dry,1
171168,T20170024050,1,Dry,1
171169,T20170024051,1,Dry,1
171170,T20170024055,1,Dry,0
171171,T20170024057,1,Dry,1
171172,T20170024058,1,Dry,1
171173,T20170024063,1,Dry,1
171174,T20170024065,1,Dry,1
171175,T20170024067,1,Dry,1
171176,T20170024069,1,Dry,1
171177,T20170024070,1,Dry,1
171178,T20170024071,1,Dry,1
171179,T20170024072,1,Dry,1
171180,T20170024075,1,Dry,1
171181,T20170024076,1,Dry,0
171182,T20170024079,1,Dry,1
171183,T20170024080,1,Dry,0
171184,T20170024081,1,Dry,1
171185,T20170024084,1,Dry,0
171186,T20170024085,9,Unknown,0
171187,T20170024087,1,Dry,1
171188,T20170024088,1,Dry,1
171189,T20170024091,1,Dry,1
171190,T20170024092,1,Dry,1
171191,T20170024093,1,Dry,0
171192,T20170024094,1,Dry,0
171193,T20170024095,1,Dry,0
171194,T20170024096,1,Dry,0
171195,T20170024097,1,Dry,0
171196,T20170024098,1,Dry,1
171197,T20170024100,1,Dry,1
171198,T20170024102,1,Dry,1
171199,T20170024103,1,Dry,0
171200,T20170024106,1,Dry,1
171201,T20170024108,1,Dry,1
171202,T20170024109,1,Dry,0
171203,T20170024110,1,Dry,1
171204,T20170024111,1,Dry,0
171205,T20170024115,1,Dry,1
171206,T20170024118,1,Dry,1
171207,T20170024119,1,Dry,1
171208,T20170024121,1,Dry,1
171209,T20170024122,1,Dry,1
171210,T20170024123,1,Dry,1
171211,T20170024128,1,Dry,0
171212,T20170024130,1,Dry,1
171213,T20170024131,1,Dry,1
171214,T20170024133,1,Dry,1
171215,T20170024135,1,Dry,1
171216,T20170024136,1,Dry,1
171217,T20170024141,9,Unknown,1
171218,T20170024142,1,Dry,1
171219,T20170024144,1,Dry,1
171220,T20170024145,1,Dry,1
171221,T20170024146,1,Dry,1
171222,T20170024148,2,Wet,0
171223,T20170024151,1,Dry,0
171224,T20170024154,1,Dry,1
171225,T20170024155,1,Dry,0
171226,T20170024156,1,Dry,1
171227,T20170024160,1,Dry,1
171228,T20170024163,1,Dry,0
171229,T20170024164,1,Dry,1
171230,T20170024166,1,Dry,1
171231,T20170024167,1,Dry,1
171232,T20170024168,2,Wet,1
171233,T20170024170,1,Dry,1
171234,T20170024173,1,Dry,1
171235,T20170024175,1,Dry,1
171236,T20170024176,1,Dry,0
171237,T20170024182,1,Dry,1
171238,T20170024185,1,Dry,1
171239,T20170024186,1,Dry,0
171240,T20170024187,1,Dry,1
171241,T20170024188,1,Dry,1
171242,T20170024189,1,Dry,0
171243,T20170024191,1,Dry,1
171244,T20170024193,1,Dry,1
171245,T20170024195,1,Dry,1
171246,T20170024196,1,Dry,1
171247,T20170024197,1,Dry,0
171248,T20170024199,1,Dry,1
171249,T20170024207,1,Dry,1
171250,T20170024209,2,Wet,1
171251,T20170024210,1,Dry,1
171252,T20170024211,1,Dry,1
171253,T20170024212,1,Dry,1
171254,T20170024214,1,Dry,1
171255,T20170024215,1,Dry,1
171256,T20170024216,1,Dry,1
171257,T20170024218,1,Dry,1
171258,T20170024219,1,Dry,0
171259,T20170024221,1,Dry,1
171260,T20170024223,1,Dry,1
171261,T20170024225,1,Dry,1
171262,T20170024227,1,Dry,1
171263,T20170024228,1,Dry,1
171264,T20170024229,1,Dry,1
171265,T20170024230,1,Dry,1
171266,T20170024233,1,Dry,1
171267,T20170024234,1,Dry,0
171268,T20170024237,1,Dry,1
171269,T20170024241,1,Dry,1
171270,T20170024242,1,Dry,0
171271,T20170024244,1,Dry,1
171272,T20170024246,1,Dry,0
171273,T20170024250,1,Dry,1
171274,T20170024251,1,Dry,1
171275,T20170024252,1,Dry,1
171276,T20170024253,1,Dry,1
171277,T20170024255,1,Dry,1
171278,T20170024257,1,Dry,1
171279,T20170024258,1,Dry,1
171280,T20170024262,1,Dry,1
171281,T20170024266,1,Dry,1
171282,T20170024268,1,Dry,0
171283,T20170024270,1,Dry,1
171284,T20170024276,1,Dry,1
171285,T20170024279,1,Dry,1
171286,T20170024280,1,Dry,1
171287,T20170024283,2,Wet,1
171288,T20170024284,1,Dry,1
171289,T20170024286,1,Dry,1
171290,T20170024288,2,Wet,1
171291,T20170024289,1,Dry,1
171292,T20170024294,1,Dry,1
171293,T20170024295,1,Dry,1
171294,T20170024296,1,Dry,1
171295,T20170024297,1,Dry,1
171296,T20170024298,1,Dry,1
171297,T20170024299,1,Dry,1
171298,T20170024300,1,Dry,1
171299,T20170024301,1,Dry,1
171300,T20170024302,1,Dry,1
171301,T20170024305,1,Dry,1
171302,T20170024306,1,Dry,0
171303,T20170024307,1,Dry,1
171304,T20170024309,9,Unknown,1
171305,T20170024310,1,Dry,1
171306,T20170024311,1,Dry,1
171307,T20170024312,1,Dry,1
171308,T20170024315,9,Unknown,1
171309,T20170024316,1,Dry,1
171310,T20170024318,1,Dry,0
171311,T20170024319,1,Dry,0
171312,T20170024320,1,Dry,1
171313,T20170024322,1,Dry,0
171314,T20170024324,1,Dry,0
171315,T20170024325,2,Wet,0
171316,T20170024326,1,Dry,0
171317,T20170024328,1,Dry,1
171318,T20170024334,1,Dry,1
171319,T20170024335,1,Dry,1
171320,T20170024336,1,Dry,1
171321,T20170024337,1,Dry,1
171322,T20170024338,1,Dry,1
171323,T20170024340,1,Dry,1
171324,T20170024341,2,Wet,1
171325,T20170024342,1,Dry,1
171326,T20170024343,1,Dry,0
171327,T20170024344,1,Dry,1
171328,T20170024345,1,Dry,1
171329,T20170024346,1,Dry,1
171330,T20170024347,1,Dry,1
171331,T20170024348,1,Dry,1
171332,T20170024349,1,Dry,1
171333,T20170024350,1,Dry,1
171334,T20170024352,1,Dry,1
171335,T20170024354,1,Dry,1
171336,T20170024355,1,Dry,1
171337,T20170024357,1,Dry,1
171338,T20170024360,2,Wet,1
171339,T20170024362,1,Dry,1
171340,T20170024365,1,Dry,1
