,ACCIDENT_NO,SURFACE_COND,Surface Cond Desc,SURFACE_COND_SEQ
169740,T20170021471,1,Dry,1
169741,T20170021472,1,Dry,0
169742,T20170021476,1,Dry,1
169743,T20170021482,1,Dry,1
169744,T20170021484,1,Dry,1
169745,T20170021485,1,Dry,1
169746,T20170021487,1,Dry,1
169747,T20170021490,1,Dry,0
169748,T20170021491,1,Dry,1
169749,T20170021492,1,Dry,1
169750,T20170021493,1,Dry,1
169751,T20170021494,1,Dry,1
169752,T20170021499,1,Dry,1
169753,T20170021501,1,Dry,1
169754,T20170021502,1,Dry,1
169755,T20170021503,1,Dry,1
169756,T20170021504,1,Dry,1
169757,T20170021505,1,Dry,1
169758,T20170021507,1,Dry,1
169759,T20170021508,1,Dry,1
169760,T20170021510,1,Dry,1
169761,T20170021512,1,Dry,1
169762,T20170021514,1,Dry,1
169763,T20170021516,1,Dry,1
169764,T20170021519,1,Dry,1
169765,T20170021520,1,Dry,0
169766,T20170021524,1,Dry,1
169767,T20170021525,1,Dry,1
169768,T20170021526,1,Dry,1
169769,T20170021528,1,Dry,0
169770,T20170021529,1,Dry,1
169771,T20170021532,1,Dry,1
169772,T20170021534,1,Dry,1
169773,T20170021537,1,Dry,1
169774,T20170021539,1,Dry,1
169775,T20170021541,1,Dry,0
169776,T20170021542,1,Dry,1
169777,T20170021546,1,Dry,1
169778,T20170021548,1,Dry,1
169779,T20170021549,1,Dry,1
169780,T20170021550,1,Dry,0
169781,T20170021551,1,Dry,1
169782,T20170021554,1,Dry,1
169783,T20170021557,1,Dry,1
169784,T20170021558,1,Dry,1
169785,T20170021561,1,Dry,1
169786,T20170021564,1,Dry,1
169787,T20170021565,1,Dry,1
169788,T20170021568,1,Dry,1
169789,T20170021571,1,Dry,1
169790,T20170021572,1,Dry,1
169791,T20170021575,1,Dry,0
169792,T20170021576,1,Dry,1
169793,T20170021577,1,Dry,1
169794,T20170021580,1,Dry,1
169795,T20170021585,1,Dry,1
169796,T20170021586,1,Dry,0
169797,T20170021587,1,Dry,1
169798,T20170021589,1,Dry,1
169799,T20170021590,1,Dry,0
169800,T20170021591,1,Dry,1
169801,T20170021592,1,Dry,1
169802,T20170021594,1,Dry,0
169803,T20170021595,1,Dry,0
169804,T20170021596,1,Dry,1
169805,T20170021597,1,Dry,0
169806,T20170021598,1,Dry,1
169807,T20170021600,1,Dry,1
169808,T20170021603,1,Dry,1
169809,T20170021605,1,Dry,0
169810,T20170021607,1,Dry,0
169811,T20170021612,1,Dry,1
169812,T20170021613,1,Dry,1
169813,T20170021615,1,Dry,1
169814,T20170021620,1,Dry,1
169815,T20170021621,1,Dry,1
169816,T20170021622,1,Dry,1
169817,T20170021623,1,Dry,1
169818,T20170021626,9,Unknown,0
169819,T20170021627,1,Dry,1
169820,T20170021632,2,Wet,0
169821,T20170021633,1,Dry,1
169822,T20170021637,1,Dry,1
169823,T20170021639,1,Dry,1
169824,T20170021640,1,Dry,1
169825,T20170021641,1,Dry,1
169826,T20170021645,1,Dry,1
169827,T20170021648,1,Dry,1
169828,T20170021651,1,Dry,1
169829,T20170021653,1,Dry,1
169830,T20170021654,1,Dry,1
169831,T20170021655,1,Dry,1
169832,T20170021656,1,Dry,0
169833,T20170021657,9,Unknown,1
169834,T20170021661,1,Dry,1
169835,T20170021662,1,Dry,0
169836,T20170021663,1,Dry,1
169837,T20170021664,1,Dry,1
169838,T20170021666,1,Dry,1
169839,T20170021668,1,Dry,0
169840,T20170021670,2,Wet,1
169841,T20170021672,1,Dry,1
169842,T20170021673,1,Dry,1
169843,T20170021675,1,Dry,0
169844,T20170021677,1,Dry,0
169845,T20170021679,1,Dry,1
169846,T20170021688,1,Dry,1
169847,T20170021689,1,Dry,1
169848,T20170021690,1,Dry,1
169849,T20170021691,1,Dry,1
169850,T20170021692,1,Dry,1
169851,T20170021694,1,Dry,1
169852,T20170021695,1,Dry,1
169853,T20170021696,1,Dry,1
169854,T20170021699,1,Dry,1
169855,T20170021700,1,Dry,1
169856,T20170021701,1,Dry,1
169857,T20170021702,1,Dry,1
169858,T20170021705,1,Dry,1
169859,T20170021708,9,Unknown,0
169860,T20170021709,1,Dry,0
169861,T20170021710,1,Dry,1
169862,T20170021711,1,Dry,1
169863,T20170021712,1,Dry,1
169864,T20170021713,1,Dry,1
169865,T20170021715,1,Dry,0
169866,T20170021717,1,Dry,1
169867,T20170021719,1,Dry,0
169868,T20170021720,1,Dry,0
169869,T20170021722,1,Dry,1
169870,T20170021728,1,Dry,1
169871,T20170021729,1,Dry,1
169872,T20170021730,1,Dry,0
169873,T20170021731,1,Dry,1
169874,T20170021733,1,Dry,1
169875,T20170021734,9,Unknown,1
169876,T20170021735,1,Dry,1
169877,T20170021736,1,Dry,1
169878,T20170021737,9,Unknown,1
169879,T20170021738,1,Dry,1
169880,T20170021739,1,Dry,1
169881,T20170021742,1,Dry,1
169882,T20170021743,1,Dry,1
169883,T20170021744,1,Dry,1
169884,T20170021746,1,Dry,1
169885,T20170021747,1,Dry,1
169886,T20170021748,1,Dry,1
169887,T20170021749,1,Dry,1
169888,T20170021750,1,Dry,1
169889,T20170021752,1,Dry,0
169890,T20170021753,1,Dry,0
169891,T20170021754,1,Dry,1
169892,T20170021755,1,Dry,0
169893,T20170021756,1,Dry,1
169894,T20170021757,1,Dry,1
169895,T20170021758,1,Dry,1
169896,T20170021759,1,Dry,0
169897,T20170021760,1,Dry,1
169898,T20170021761,1,Dry,1
169899,T20170021764,1,Dry,1
169900,T20170021765,1,Dry,0
169901,T20170021767,1,Dry,1
169902,T20170021769,1,Dry,1
169903,T20170021770,1,Dry,1
169904,T20170021771,1,Dry,1
169905,T20170021772,1,Dry,1
169906,T20170021772,2,Wet,2
169907,T20170021773,1,Dry,1
169908,T20170021775,9,Unknown,1
169909,T20170021776,1,Dry,1
169910,T20170021777,2,Wet,0
169911,T20170021778,2,Wet,1
169912,T20170021779,2,Wet,0
169913,T20170021780,2,Wet,1
169914,T20170021781,1,Dry,1
169915,T20170021783,1,Dry,1
169916,T20170021784,2,Wet,1
169917,T20170021790,1,Dry,1
169918,T20170021791,2,Wet,1
169919,T20170021792,1,Dry,1
169920,T20170021794,2,Wet,1
169921,T20170021795,2,Wet,1
169922,T20170021796,1,Dry,0
169923,T20170021800,9,Unknown,1
169924,T20170021806,1,Dry,0
169925,T20170021809,2,Wet,1
169926,T20170021812,2,Wet,1
169927,T20170021815,2,Wet,0
169928,T20170021816,1,Dry,0
169929,T20170021817,1,Dry,0
169930,T20170021818,2,Wet,1
169931,T20170021819,2,Wet,1
169932,T20170021822,2,Wet,1
169933,T20170021823,2,Wet,1
169934,T20170021825,2,Wet,1
169935,T20170021826,2,Wet,1
169936,T20170021829,2,Wet,1
169937,T20170021831,1,Dry,1
169938,T20170021832,2,Wet,1
169939,T20170021833,2,Wet,1
169940,T20170021834,2,Wet,0
169941,T20170021835,2,Wet,0
169942,T20170021837,1,Dry,1
169943,T20170021838,1,Dry,1
169944,T20170021840,2,Wet,0
169945,T20170021841,2,Wet,1
169946,T20170021842,1,Dry,1
169947,T20170021843,1,Dry,1
169948,T20170021848,2,Wet,1
169949,T20170021849,2,Wet,1
169950,T20170021851,2,Wet,1
169951,T20170021853,2,Wet,1
169952,T20170021854,2,Wet,1
169953,T20170021855,1,Dry,1
169954,T20170021856,2,Wet,1
169955,T20170021857,2,Wet,1
169956,T20170021858,1,Dry,1
169957,T20170021859,1,Dry,1
169958,T20170021860,1,Dry,0
169959,T20170021864,1,Dry,1
169960,T20170021865,1,Dry,0
169961,T20170021868,1,Dry,1
169962,T20170021869,1,Dry,1
169963,T20170021870,2,Wet,1
169964,T20170021871,2,Wet,1
169965,T20170021872,2,Wet,1
169966,T20170021873,2,Wet,0
169967,T20170021875,1,Dry,1
169968,T20170021876,1,Dry,1
169969,T20170021878,1,Dry,1
169970,T20170021879,2,Wet,1
169971,T20170021881,1,Dry,1
169972,T20170021882,2,Wet,1
169973,T20170021884,2,Wet,1
169974,T20170021888,1,Dry,1
169975,T20170021892,2,Wet,1
169976,T20170021893,1,Dry,1
169977,T20170021896,1,Dry,1
169978,T20170021897,1,Dry,1
169979,T20170021899,1,Dry,1
169980,T20170021902,1,Dry,1
169981,T20170021903,1,Dry,0
169982,T20170021904,1,Dry,0
169983,T20170021907,1,Dry,0
169984,T20170021911,1,Dry,0
169985,T20170021912,1,Dry,1
169986,T20170021913,1,Dry,1
169987,T20170021916,1,Dry,1
169988,T20170021918,1,Dry,1
169989,T20170021921,1,Dry,1
169990,T20170021922,1,Dry,1
169991,T20170021923,1,Dry,0
169992,T20170021924,1,Dry,1
169993,T20170021925,2,Wet,0
169994,T20170021926,1,Dry,0
169995,T20170021927,1,Dry,0
169996,T20170021928,1,Dry,1
169997,T20170021931,1,Dry,1
169998,T20170021936,1,Dry,1
169999,T20170021939,1,Dry,1
170000,T20170021941,1,Dry,1
170001,T20170021944,1,Dry,1
170002,T20170021945,1,Dry,0
170003,T20170021946,2,Wet,1
170004,T20170021947,1,Dry,1
170005,T20170021948,1,Dry,0
170006,T20170021949,1,Dry,0
170007,T20170021950,1,Dry,1
170008,T20170021954,1,Dry,1
170009,T20170021955,1,Dry,1
170010,T20170021956,1,Dry,1
170011,T20170021958,1,Dry,0
170012,T20170021968,2,Wet,1
170013,T20170021970,1,Dry,1
170014,T20170021971,1,Dry,0
170015,T20170021974,1,Dry,1
170016,T20170021976,2,Wet,1
170017,T20170021980,1,Dry,1
170018,T20170021981,1,Dry,1
170019,T20170021982,9,Unknown,1
170020,T20170021986,9,Unknown,1
170021,T20170021990,1,Dry,1
170022,T20170021991,1,Dry,0
170023,T20170021993,1,Dry,0
170024,T20170021995,1,Dry,1
170025,T20170021997,1,Dry,1
170026,T20170021998,1,Dry,1
170027,T20170022001,1,Dry,1
170028,T20170022002,1,Dry,1
170029,T20170022004,1,Dry,1
170030,T20170022005,1,Dry,0
170031,T20170022006,1,Dry,1
170032,T20170022008,1,Dry,1
170033,T20170022018,1,Dry,1
170034,T20170022019,1,Dry,1
170035,T20170022020,1,Dry,1
170036,T20170022026,1,Dry,1
170037,T20170022027,9,Unknown,1
170038,T20170022028,2,Wet,1
170039,T20170022029,2,Wet,0
170040,T20170022030,2,Wet,1
170041,T20170022032,1,Dry,1
170042,T20170022033,1,Dry,1
170043,T20170022034,1,Dry,1
170044,T20170022035,1,Dry,1
170045,T20170022037,2,Wet,1
170046,T20170022040,1,Dry,1
170047,T20170022041,1,Dry,1
170048,T20170022042,1,Dry,1
170049,T20170022044,1,Dry,1
170050,T20170022047,1,Dry,1
170051,T20170022049,1,Dry,1
170052,T20170022050,9,Unknown,1
170053,T20170022051,1,Dry,1
170054,T20170022052,1,Dry,0
170055,T20170022053,1,Dry,1
170056,T20170022054,1,Dry,0
170057,T20170022055,1,Dry,1
170058,T20170022056,1,Dry,0
170059,T20170022057,1,Dry,1
170060,T20170022058,1,Dry,1
170061,T20170022059,1,Dry,1
170062,T20170022061,1,Dry,0
170063,T20170022064,1,Dry,1
170064,T20170022065,1,Dry,0
170065,T20170022067,1,Dry,1
170066,T20170022068,1,Dry,1
170067,T20170022069,1,Dry,0
170068,T20170022070,1,Dry,1
170069,T20170022072,1,Dry,1
170070,T20170022073,1,Dry,0
170071,T20170022074,2,Wet,0
170072,T20170022075,1,Dry,1
170073,T20170022076,1,Dry,1
170074,T20170022077,9,Unknown,1
170075,T20170022078,1,Dry,1
170076,T20170022079,1,Dry,0
170077,T20170022081,1,Dry,1
170078,T20170022082,1,Dry,0
170079,T20170022084,1,Dry,1
170080,T20170022085,1,Dry,0
170081,T20170022086,1,Dry,0
170082,T20170022087,1,Dry,1
170083,T20170022088,9,Unknown,0
170084,T20170022089,1,Dry,1
170085,T20170022090,1,Dry,1
170086,T20170022091,1,Dry,1
170087,T20170022092,1,Dry,1
170088,T20170022093,1,Dry,1
170089,T20170022095,1,Dry,0
170090,T20170022100,1,Dry,1
170091,T20170022101,1,Dry,1
170092,T20170022102,1,Dry,1
170093,T20170022103,1,Dry,1
170094,T20170022106,1,Dry,0
170095,T20170022107,1,Dry,1
170096,T20170022108,1,Dry,0
170097,T20170022109,1,Dry,1
170098,T20170022110,1,Dry,1
170099,T20170022113,1,Dry,1
170100,T20170022115,1,Dry,1
170101,T20170022117,1,Dry,1
170102,T20170022119,1,Dry,0
170103,T20170022121,1,Dry,1
170104,T20170022122,1,Dry,0
170105,T20170022125,1,Dry,1
170106,T20170022126,1,Dry,0
170107,T20170022127,1,Dry,1
170108,T20170022128,1,Dry,1
170109,T20170022129,1,Dry,1
170110,T20170022130,1,Dry,1
170111,T20170022133,1,Dry,1
170112,T20170022134,9,Unknown,1
170113,T20170022137,1,Dry,1
170114,T20170022138,1,Dry,1
170115,T20170022141,1,Dry,1
170116,T20170022142,1,Dry,1
170117,T20170022143,1,Dry,1
170118,T20170022144,1,Dry,1
170119,T20170022147,1,Dry,1
170120,T20170022149,1,Dry,1
170121,T20170022150,1,Dry,0
170122,T20170022151,1,Dry,1
170123,T20170022153,1,Dry,1
170124,T20170022154,1,Dry,1
170125,T20170022155,1,Dry,0
170126,T20170022156,1,Dry,1
170127,T20170022161,1,Dry,0
170128,T20170022163,1,Dry,1
170129,T20170022165,1,Dry,1
170130,T20170022166,1,Dry,1
170131,T20170022168,1,Dry,1
170132,T20170022170,2,Wet,0
170133,T20170022172,1,Dry,0
170134,T20170022173,1,Dry,1
170135,T20170022178,1,Dry,1
170136,T20170022181,1,Dry,1
170137,T20170022183,1,Dry,1
170138,T20170022186,1,Dry,1
170139,T20170022187,9,Unknown,1
170140,T20170022189,1,Dry,1
170141,T20170022190,9,Unknown,0
170142,T20170022195,1,Dry,1
170143,T20170022201,1,Dry,1
170144,T20170022204,1,Dry,1
170145,T20170022206,1,Dry,1
170146,T20170022207,1,Dry,1
170147,T20170022208,1,Dry,0
170148,T20170022209,1,Dry,0
170149,T20170022210,1,Dry,1
170150,T20170022211,9,Unknown,1
170151,T20170022215,1,Dry,1
170152,T20170022216,1,Dry,1
170153,T20170022217,1,Dry,1
170154,T20170022219,1,Dry,1
170155,T20170022222,1,Dry,0
170156,T20170022223,1,Dry,0
170157,T20170022224,1,Dry,1
170158,T20170022225,1,Dry,1
170159,T20170022226,1,Dry,1
170160,T20170022227,1,Dry,1
170161,T20170022228,1,Dry,1
170162,T20170022229,1,Dry,1
170163,T20170022232,1,Dry,1
170164,T20170022233,1,Dry,1
170165,T20170022234,1,Dry,1
170166,T20170022235,1,Dry,1
170167,T20170022241,1,Dry,1
170168,T20170022242,1,Dry,1
170169,T20170022243,1,Dry,1
170170,T20170022245,1,Dry,1
170171,T20170022250,1,Dry,0
170172,T20170022253,1,Dry,1
170173,T20170022255,1,Dry,1
170174,T20170022256,1,Dry,1
170175,T20170022257,2,Wet,1
170176,T20170022258,1,Dry,1
170177,T20170022262,2,Wet,0
170178,T20170022264,2,Wet,1
170179,T20170022266,1,Dry,1
170180,T20170022270,1,Dry,0
170181,T20170022271,1,Dry,1
170182,T20170022272,9,Unknown,0
170183,T20170022273,1,Dry,1
170184,T20170022275,1,Dry,1
170185,T20170022276,1,Dry,1
170186,T20170022277,1,Dry,1
170187,T20170022279,1,Dry,0
170188,T20170022280,1,Dry,1
170189,T20170022281,1,Dry,1
170190,T20170022283,1,Dry,1
170191,T20170022285,1,Dry,1
170192,T20170022286,1,Dry,1
170193,T20170022287,1,Dry,1
170194,T20170022288,1,Dry,1
170195,T20170022289,1,Dry,1
170196,T20170022291,1,Dry,0
170197,T20170022292,1,Dry,0
170198,T20170022295,1,Dry,1
170199,T20170022298,1,Dry,1
170200,T20170022299,1,Dry,1
170201,T20170022303,1,Dry,1
170202,T20170022304,1,Dry,1
170203,T20170022305,1,Dry,1
170204,T20170022307,1,Dry,1
170205,T20170022311,1,Dry,1
170206,T20170022312,1,Dry,1
170207,T20170022315,1,Dry,1
170208,T20170022316,1,Dry,1
170209,T20170022318,1,Dry,0
170210,T20170022319,1,Dry,1
170211,T20170022323,1,Dry,0
170212,T20170022324,1,Dry,1
170213,T20170022325,1,Dry,0
170214,T20170022327,1,Dry,1
170215,T20170022330,1,Dry,0
170216,T20170022331,1,Dry,1
170217,T20170022332,1,Dry,1
170218,T20170022340,1,Dry,0
170219,T20170022341,1,Dry,1
170220,T20170022342,1,Dry,0
170221,T20170022343,1,Dry,0
170222,T20170022346,1,Dry,1
170223,T20170022347,1,Dry,1
170224,T20170022349,1,Dry,0
170225,T20170022351,1,Dry,0
170226,T20170022353,1,Dry,0
170227,T20170022354,1,Dry,1
170228,T20170022357,1,Dry,1
170229,T20170022360,1,Dry,1
170230,T20170022362,1,Dry,1
170231,T20170022363,9,Unknown,1
170232,T20170022364,2,Wet,0
170233,T20170022365,1,Dry,1
170234,T20170022367,1,Dry,1
170235,T20170022368,3,Muddy,1
170236,T20170022369,1,Dry,1
170237,T20170022372,1,Dry,1
170238,T20170022377,1,Dry,1
170239,T20170022378,1,Dry,1
170240,T20170022379,1,Dry,1
170241,T20170022380,1,Dry,1
170242,T20170022381,2,Wet,0
170243,T20170022383,1,Dry,0
170244,T20170022384,2,Wet,1
170245,T20170022385,1,Dry,0
170246,T20170022386,1,Dry,1
170247,T20170022389,1,Dry,1
170248,T20170022390,1,Dry,1
170249,T20170022391,1,Dry,1
170250,T20170022392,2,Wet,0
170251,T20170022392,3,Muddy,1
170252,T20170022393,1,Dry,1
170253,T20170022395,1,Dry,1
170254,T20170022396,1,Dry,1
170255,T20170022398,2,Wet,1
170256,T20170022399,1,Dry,1
170257,T20170022401,1,Dry,0
170258,T20170022404,1,Dry,1
170259,T20170022405,1,Dry,1
170260,T20170022407,2,Wet,1
170261,T20170022408,1,Dry,0
170262,T20170022409,1,Dry,1
170263,T20170022410,1,Dry,1
170264,T20170022411,1,Dry,0
170265,T20170022412,1,Dry,1
170266,T20170022413,1,Dry,1
170267,T20170022414,1,Dry,1
170268,T20170022416,1,Dry,1
170269,T20170022417,1,Dry,1
170270,T20170022419,1,Dry,1
170271,T20170022421,9,Unknown,1
170272,T20170022423,2,Wet,1
170273,T20170022424,1,Dry,1
170274,T20170022425,1,Dry,1
170275,T20170022426,1,Dry,1
170276,T20170022429,1,Dry,0
170277,T20170022431,1,Dry,1
170278,T20170022432,1,Dry,1
170279,T20170022433,1,Dry,1
170280,T20170022436,1,Dry,0
170281,T20170022439,1,Dry,1
170282,T20170022440,1,Dry,0
170283,T20170022441,1,Dry,1
170284,T20170022442,1,Dry,0
170285,T20170022444,1,Dry,1
170286,T20170022445,1,Dry,1
170287,T20170022446,1,Dry,0
170288,T20170022447,1,Dry,0
170289,T20170022448,1,Dry,1
170290,T20170022451,1,Dry,1
170291,T20170022452,1,Dry,1
170292,T20170022454,1,Dry,0
170293,T20170022456,1,Dry,0
170294,T20170022458,1,Dry,0
170295,T20170022459,1,Dry,1
170296,T20170022460,1,Dry,1
170297,T20170022463,9,Unknown,0
170298,T20170022467,9,Unknown,1
170299,T20170022469,1,Dry,1
170300,T20170022471,1,Dry,1
170301,T20170022473,1,Dry,1
170302,T20170022474,1,Dry,1
170303,T20170022475,1,Dry,1
170304,T20170022476,1,Dry,1
170305,T20170022478,1,Dry,1
170306,T20170022480,1,Dry,1
170307,T20170022481,1,Dry,1
170308,T20170022482,1,Dry,1
170309,T20170022483,1,Dry,1
170310,T20170022485,1,Dry,1
170311,T20170022487,1,Dry,1
170312,T20170022488,1,Dry,1
170313,T20170022490,1,Dry,1
170314,T20170022491,9,Unknown,1
170315,T20170022492,1,Dry,1
170316,T20170022493,1,Dry,0
170317,T20170022497,1,Dry,1
170318,T20170022500,1,Dry,1
170319,T20170022501,1,Dry,1
170320,T20170022502,1,Dry,1
170321,T20170022503,2,Wet,1
170322,T20170022504,1,Dry,1
170323,T20170022506,2,Wet,0
170324,T20170022509,1,Dry,0
170325,T20170022514,1,Dry,1
170326,T20170022515,1,Dry,0
170327,T20170022518,1,Dry,0
170328,T20170022521,2,Wet,1
170329,T20170022523,1,Dry,0
170330,T20170022524,1,Dry,1
170331,T20170022528,1,Dry,0
170332,T20170022532,1,Dry,1
170333,T20170022535,1,Dry,1
170334,T20170022539,1,Dry,1
170335,T20170022540,1,Dry,1
170336,T20170022542,1,Dry,1
170337,T20170022543,1,Dry,1
170338,T20170022544,1,Dry,1
170339,T20170022545,1,Dry,1
170340,T20170022548,1,Dry,1
170341,T20170022549,1,Dry,1
170342,T20170022552,1,Dry,1
170343,T20170022553,1,Dry,1
170344,T20170022555,1,Dry,1
170345,T20170022560,2,Wet,1
170346,T20170022561,1,Dry,1
170347,T20170022562,1,Dry,0
170348,T20170022564,1,Dry,1
170349,T20170022565,9,Unknown,1
170350,T20170022567,1,Dry,1
170351,T20170022568,1,Dry,1
170352,T20170022569,2,Wet,1
170353,T20170022571,1,Dry,1
170354,T20170022572,1,Dry,1
170355,T20170022574,2,Wet,1
170356,T20170022575,1,Dry,1
170357,T20170022576,1,Dry,1
170358,T20170022579,2,Wet,1
170359,T20170022580,2,Wet,0
170360,T20170022581,2,Wet,0
170361,T20170022584,2,Wet,1
170362,T20170022585,2,Wet,0
170363,T20170022586,2,Wet,0
170364,T20170022587,1,Dry,1
170365,T20170022588,1,Dry,1
170366,T20170022595,1,Dry,1
170367,T20170022597,9,Unknown,1
170368,T20170022598,1,Dry,1
170369,T20170022599,2,Wet,0
170370,T20170022599,3,Muddy,1
170371,T20170022600,1,Dry,1
170372,T20170022603,9,Unknown,1
170373,T20170022604,1,Dry,0
170374,T20170022605,2,Wet,1
170375,T20170022609,1,Dry,1
170376,T20170022612,1,Dry,1
170377,T20170022613,1,Dry,1
170378,T20170022614,1,Dry,1
170379,T20170022615,1,Dry,0
170380,T20170022617,2,Wet,1
170381,T20170022618,2,Wet,1
170382,T20170022619,1,Dry,1
170383,T20170022621,1,Dry,1
170384,T20170022623,1,Dry,1
170385,T20170022628,2,Wet,1
170386,T20170022631,1,Dry,1
170387,T20170022633,1,Dry,1
170388,T20170022634,1,Dry,1
170389,T20170022635,9,Unknown,0
170390,T20170022636,1,Dry,1
170391,T20170022637,1,Dry,1
170392,T20170022640,1,Dry,1
170393,T20170022641,2,Wet,1
170394,T20170022643,2,Wet,0
170395,T20170022644,1,Dry,1
170396,T20170022645,1,Dry,1
170397,T20170022646,2,Wet,1
170398,T20170022648,1,Dry,1
170399,T20170022648,5,Icy,2
170400,T20170022651,1,Dry,1
170401,T20170022653,1,Dry,1
170402,T20170022654,1,Dry,1
170403,T20170022656,1,Dry,1
170404,T20170022657,1,Dry,1
170405,T20170022660,1,Dry,1
170406,T20170022661,2,Wet,1
170407,T20170022662,2,Wet,0
170408,T20170022663,2,Wet,1
170409,T20170022664,2,Wet,0
170410,T20170022665,1,Dry,1
170411,T20170022669,1,Dry,1
170412,T20170022670,1,Dry,0
170413,T20170022672,1,Dry,1
170414,T20170022673,1,Dry,1
170415,T20170022679,1,Dry,1
170416,T20170022680,1,Dry,1
170417,T20170022681,1,Dry,1
170418,T20170022682,1,Dry,0
170419,T20170022686,1,Dry,1
170420,T20170022687,1,Dry,1
170421,T20170022688,1,Dry,1
170422,T20170022689,1,Dry,0
170423,T20170022690,1,Dry,0
170424,T20170022694,1,Dry,1
170425,T20170022695,1,Dry,1
170426,T20170022696,1,Dry,1
170427,T20170022697,1,Dry,0
170428,T20170022698,1,Dry,0
170429,T20170022700,1,Dry,0
170430,T20170022701,1,Dry,0
170431,T20170022704,1,Dry,1
170432,T20170022705,1,Dry,1
170433,T20170022706,2,Wet,0
170434,T20170022707,1,Dry,1
170435,T20170022708,1,Dry,1
170436,T20170022709,2,Wet,1
170437,T20170022712,1,Dry,0
170438,T20170022715,2,Wet,1
170439,T20170022718,1,Dry,0
170440,T20170022719,1,Dry,1
170441,T20170022720,1,Dry,1
170442,T20170022722,1,Dry,1
170443,T20170022723,1,Dry,1
170444,T20170022724,1,Dry,1
170445,T20170022725,1,Dry,1
170446,T20170022726,1,Dry,0
170447,T20170022727,1,Dry,1
170448,T20170022728,1,Dry,1
170449,T20170022729,1,Dry,0
170450,T20170022730,1,Dry,0
170451,T20170022731,1,Dry,1
170452,T20170022733,1,Dry,1
170453,T20170022734,9,Unknown,0
170454,T20170022736,1,Dry,1
170455,T20170022737,1,Dry,1
170456,T20170022738,1,Dry,1
170457,T20170022741,1,Dry,1
170458,T20170022744,1,Dry,1
170459,T20170022745,1,Dry,1
170460,T20170022746,1,Dry,1
170461,T20170022747,1,Dry,1
170462,T20170022749,1,Dry,1
170463,T20170022751,1,Dry,1
170464,T20170022752,1,Dry,1
170465,T20170022754,1,Dry,1
170466,T20170022755,1,Dry,0
170467,T20170022757,9,Unknown,1
170468,T20170022758,1,Dry,1
170469,T20170022759,1,Dry,1
170470,T20170022760,9,Unknown,0
170471,T20170022761,1,Dry,1
170472,T20170022762,1,Dry,1
170473,T20170022763,1,Dry,1
170474,T20170022764,1,Dry,1
170475,T20170022767,1,Dry,1
170476,T20170022768,1,Dry,0
170477,T20170022769,1,Dry,1
170478,T20170022770,1,Dry,1
170479,T20170022772,1,Dry,1
170480,T20170022773,1,Dry,1
170481,T20170022774,1,Dry,1
170482,T20170022778,1,Dry,1
170483,T20170022780,1,Dry,1
170484,T20170022782,1,Dry,1
170485,T20170022785,1,Dry,0
170486,T20170022788,1,Dry,1
170487,T20170022790,1,Dry,0
170488,T20170022792,1,Dry,1
170489,T20170022793,1,Dry,1
170490,T20170022796,1,Dry,1
170491,T20170022798,1,Dry,0
170492,T20170022799,1,Dry,1
170493,T20170022800,1,Dry,1
170494,T20170022801,1,Dry,0
170495,T20170022802,1,Dry,0
170496,T20170022804,1,Dry,1
170497,T20170022805,2,Wet,0
170498,T20170022806,1,Dry,1
170499,T20170022807,1,Dry,1
170500,T20170022808,1,Dry,1
170501,T20170022809,1,Dry,1
170502,T20170022810,1,Dry,1
170503,T20170022812,1,Dry,1
170504,T20170022813,1,Dry,1
170505,T20170022814,1,Dry,1
170506,T20170022816,1,Dry,1
170507,T20170022819,1,Dry,1
170508,T20170022823,1,Dry,0
170509,T20170022825,1,Dry,0
170510,T20170022826,1,Dry,1
170511,T20170022827,1,Dry,1
170512,T20170022828,1,Dry,1
170513,T20170022829,1,Dry,1
170514,T20170022831,1,Dry,1
170515,T20170022836,1,Dry,0
170516,T20170022838,1,Dry,1
170517,T20170022839,1,Dry,1
170518,T20170022840,1,Dry,1
170519,T20170022843,1,Dry,1
170520,T20170022844,1,Dry,1
170521,T20170022845,1,Dry,1
170522,T20170022847,1,Dry,1
170523,T20170022848,1,Dry,1
170524,T20170022849,1,Dry,1
170525,T20170022850,1,Dry,1
170526,T20170022851,1,Dry,1
170527,T20170022852,1,Dry,1
170528,T20170022856,1,Dry,1
170529,T20170022862,1,Dry,1
170530,T20170022864,1,Dry,0
170531,T20170022868,1,Dry,1
170532,T20170022870,1,Dry,1
170533,T20170022873,1,Dry,0
170534,T20170022874,1,Dry,0
170535,T20170022875,1,Dry,0
170536,T20170022878,1,Dry,1
170537,T20170022879,1,Dry,1
170538,T20170022880,1,Dry,1
170539,T20170022886,1,Dry,1
170540,T20170022887,1,Dry,1
170541,T20170022888,2,Wet,1
170542,T20170022891,1,Dry,1
170543,T20170022894,1,Dry,1
170544,T20170022896,1,Dry,1
170545,T20170022899,2,Wet,1
170546,T20170022900,1,Dry,1
170547,T20170022901,1,Dry,1
170548,T20170022902,1,Dry,1
170549,T20170022903,1,Dry,1
170550,T20170022907,1,Dry,1
170551,T20170022908,1,Dry,0
170552,T20170022909,1,Dry,1
170553,T20170022915,1,Dry,0
170554,T20170022921,2,Wet,1
170555,T20170022923,1,Dry,1
170556,T20170022924,1,Dry,0
170557,T20170022925,1,Dry,1
